---
title: sports.log
---
Session Start: Mon Sep 06 21:08:19 1999<br>
[21:08] *** Now talking in #sports<br>
[21:08] *** Topic is &#39;24-hour sports chat on MSNBC&#39;<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] *** Disconnected<br>
Session Close: Mon Sep 06 21:11:09 1999<br>
<br>
<br>
Session Start: Mon Sep 06 21:11:24 1999<br>
[21:11] *** Now talking in #sports<br>
[21:11] *** Topic is &#39;24-hour sports chat on MSNBC&#39;<br>
[21:11] 9:11pm Sync Information: Ops: 1(100%) Non Ops: 99(99%) Total: 100<br>
[21:11] 9:11pm Now compiling user data from #sports... (Current: 1)<br>
[21:11] *** Lvnv (~Lvnv@xxxxxxxxxxxxxxxxxxxx.dialsprint.net) has joined #sports<br>
[21:11] *** heg has quit IRC (~ikarishinji@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) (syntax: i&#39;m rooled)<br>
[21:11] *** ken (~ken@xxxxxxxxxxxxxxxxxxxx.dialsprint.net) has joined #sports<br>
[21:11] &lt;Fintan&gt; A Yentl Is Born<br>
[21:11] &lt;Mari&gt; somehow, amazingly<br>
[21:11] *** Peg_AZ (~Peg_AZ@xxxxxxxxx.prc.primenet.com) has joined #sports<br>
[21:11] *** tutu (~tutu@xxxxxxxxxxxxxxxxxxxx.dialsprint.net) has joined #sports<br>
[21:11] 9:11pm Compiling of user data for #sports complete. Total: 103<br>
[21:11] *** ChatBrat (~ChatBratExpress@xxxxxxx.Spencer-WV.Mountain.Net) has joined #sports<br>
[21:11] *** jan0 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** jan1 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** jan2 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** jan3 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** jan4 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** jan6 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** jan5 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** jan7 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** jan9 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[2038] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** jan10 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[4088] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[8239] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[5956] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** jan11 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[4176] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** jan8 (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[7826] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[2543] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[8827] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[6330] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[8499] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[8506] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[7702] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[7560] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[2906] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[5957] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[9300] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[6402] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[5789] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[6603] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[5792] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[3517] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[6171] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[5306] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[8759] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[8205] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[5439] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[3526] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[4070] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[1653] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[5005] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[4212] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[7208] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[1234] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[1882] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[3268] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[3396] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[5934] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[7799] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[1989] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[2409] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[4460] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[8228] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[2466] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[5245] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[9840] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[2025] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[5384] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[3971] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[7387] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] *** syn[6625] (~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com) has left #sports<br>
[21:11] * Timer 1 activated<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:11] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
